"","V1"
"2484","Herodotus_Book1-733"
"2485","Herodotus_Book1-734"
"2486","Herodotus_Book1-735"
"2487","Herodotus_Book1-736"
"2488","Herodotus_Book1-737"
"2489","Herodotus_Book1-738"
"2490","Herodotus_Book1-739"
"2491","Herodotus_Book1-740"
"2492","Herodotus_Book1-741"
"2493","Herodotus_Book1-742"
"2494","Herodotus_Book1-743"
"2495","Herodotus_Book1-744"
"2496","Herodotus_Book1-745"
"2497","Herodotus_Book1-746"
"2498","Herodotus_Book1-747"
"2499","Herodotus_Book1-748"
"2500","Herodotus_Book1-749"
"2501","Herodotus_Book1-750"
"2502","Herodotus_Book1-751"
"2503","Herodotus_Book1-752"
"2504","Herodotus_Book1-753"
"2505","Herodotus_Book1-754"
"2506","Herodotus_Book1-755"
"2507","Herodotus_Book1-756"
"2508","Herodotus_Book1-757"
"2509","Herodotus_Book1-758"
"2510","Herodotus_Book1-759"
"2511","Herodotus_Book1-760"
"2512","Herodotus_Book1-761"
"2513","Herodotus_Book1-762"
"2514","Herodotus_Book1-763"
"2515","Herodotus_Book1-764"
"2516","Herodotus_Book1-765"
"2517","Herodotus_Book1-766"
"2518","Herodotus_Book1-767"
"2519","Herodotus_Book1-768"
"2520","Herodotus_Book1-769"
"2521","Herodotus_Book1-770"
"2522","Herodotus_Book1-771"
"2523","Herodotus_Book1-772"
"2524","Herodotus_Book1-773"
"2525","Herodotus_Book1-774"
"2526","Herodotus_Book1-775"
"2527","Herodotus_Book1-776"
"2528","Herodotus_Book1-777"
"2529","Herodotus_Book1-778"
"2530","Herodotus_Book1-779"
"2531","Hesiod_Shield-1"
"2532","Hesiod_Shield-2"
"2533","Hesiod_Shield-3"
"2534","Hesiod_Shield-4"
"2535","Hesiod_Shield-5"
"2536","Hesiod_Shield-6"
"2537","Hesiod_Shield-7"
"2538","Hesiod_Shield-8"
"2539","Hesiod_Shield-9"
"2540","Hesiod_Shield-10"
"2541","Hesiod_Shield-11"
"2542","Hesiod_Shield-12"
"2543","Hesiod_Shield-13"
"2544","Hesiod_Shield-14"
"2545","Hesiod_Shield-15"
"2546","Hesiod_Shield-16"
"2547","Hesiod_Shield-17"
"2548","Hesiod_Shield-18"
"2549","Hesiod_Shield-19"
"2550","Hesiod_Shield-20"
"2551","Hesiod_Shield-21"
"2552","Hesiod_Shield-22"
"2553","Hesiod_Shield-23"
"2554","Hesiod_Shield-24"
"2555","Hesiod_Shield-25"
"2556","Hesiod_Shield-26"
"2557","Hesiod_Shield-27"
"2558","Hesiod_Shield-28"
"2559","Hesiod_Shield-29"
"2560","Hesiod_Shield-30"
"2561","Hesiod_Shield-31"
"2562","Hesiod_Shield-32"
"2563","Hesiod_Shield-33"
"2564","Hesiod_Shield-34"
"2565","Hesiod_Shield-35"
"2566","Hesiod_Shield-36"
"2567","Hesiod_Shield-37"
"2568","Hesiod_Shield-38"
"2569","Hesiod_Shield-39"
"2570","Hesiod_Shield-40"
"2571","Hesiod_Shield-41"
"2572","Hesiod_Shield-42"
"2573","Hesiod_Shield-43"
"2574","Hesiod_Shield-44"
"2575","Hesiod_Shield-45"
"2576","Hesiod_Shield-46"
"2577","Hesiod_Shield-47"
"2578","Hesiod_Shield-48"
"2579","Hesiod_Shield-49"
"2580","Hesiod_Shield-50"
"2581","Hesiod_Shield-51"
"2582","Hesiod_Shield-52"
"2583","Hesiod_Shield-53"
"2584","Hesiod_Shield-54"
"2585","Hesiod_Shield-55"
"2586","Hesiod_Shield-56"
"2587","Hesiod_Shield-57"
"2588","Hesiod_Shield-58"
"2589","Hesiod_Shield-59"
"2590","Hesiod_Shield-60"
"2591","Hesiod_Shield-61"
"2592","Hesiod_Shield-62"
"2593","Hesiod_Shield-63"
"2594","Hesiod_Shield-64"
"2595","Hesiod_Shield-65"
"2596","Hesiod_Shield-66"
"2597","Hesiod_Shield-67"
"2598","Hesiod_Shield-68"
"2599","Hesiod_Shield-69"
"2600","Hesiod_Shield-70"
"2601","Hesiod_Shield-71"
"2602","Hesiod_Shield-72"
"2603","Hesiod_Shield-73"
"2604","Hesiod_Shield-74"
"2605","Hesiod_Shield-75"
"2606","Hesiod_Shield-76"
"2607","Hesiod_Shield-77"
"2608","Hesiod_Shield-78"
"2609","Hesiod_Shield-79"
"2610","Hesiod_Shield-80"
"2611","Hesiod_Shield-81"
"2612","Hesiod_Shield-82"
"2613","Hesiod_Shield-83"
"2614","Hesiod_Shield-84"
"2615","Hesiod_Shield-85"
"2616","Hesiod_Shield-86"
"2617","Hesiod_Shield-87"
"2618","Hesiod_Shield-88"
"2619","Hesiod_Shield-89"
"2620","Hesiod_Shield-90"
"2621","Hesiod_Shield-91"
"2622","Hesiod_Shield-92"
"2623","Hesiod_Shield-93"
"2624","Hesiod_Theogony-1"
"2625","Hesiod_Theogony-2"
"2626","Hesiod_Theogony-3"
"2627","Hesiod_Theogony-4"
"2628","Hesiod_Theogony-5"
"2629","Hesiod_Theogony-6"
"2630","Hesiod_Theogony-7"
"2631","Hesiod_Theogony-8"
"2632","Hesiod_Theogony-9"
"2633","Hesiod_Theogony-10"
"2634","Hesiod_Theogony-11"
"2635","Hesiod_Theogony-12"
"2636","Hesiod_Theogony-13"
"2637","Hesiod_Theogony-14"
"2638","Hesiod_Theogony-15"
"2639","Hesiod_Theogony-16"
"2640","Hesiod_Theogony-17"
"2641","Hesiod_Theogony-18"
"2642","Hesiod_Theogony-19"
"2643","Hesiod_Theogony-20"
"2644","Hesiod_Theogony-21"
"2645","Hesiod_Theogony-22"
"2646","Hesiod_Theogony-23"
"2647","Hesiod_Theogony-24"
"2648","Hesiod_Theogony-25"
"2649","Hesiod_Theogony-26"
"2650","Hesiod_Theogony-27"
"2651","Hesiod_Theogony-28"
"2652","Hesiod_Theogony-29"
"2653","Hesiod_Theogony-30"
"2654","Hesiod_Theogony-31"
"2655","Hesiod_Theogony-32"
"2656","Hesiod_Theogony-33"
"2657","Hesiod_Theogony-34"
"2658","Hesiod_Theogony-35"
"2659","Hesiod_Theogony-36"
"2660","Hesiod_Theogony-37"
"2661","Hesiod_Theogony-38"
"2662","Hesiod_Theogony-39"
"2663","Hesiod_Theogony-40"
"2664","Hesiod_Theogony-41"
"2665","Hesiod_Theogony-42"
"2666","Hesiod_Theogony-43"
"2667","Hesiod_Theogony-44"
"2668","Hesiod_Theogony-45"
"2669","Hesiod_Theogony-46"
"2670","Hesiod_Theogony-47"
"2671","Hesiod_Theogony-48"
"2672","Hesiod_Theogony-49"
"2673","Hesiod_Theogony-50"
"2674","Hesiod_Theogony-51"
"2675","Hesiod_Theogony-52"
"2676","Hesiod_Theogony-53"
"2677","Hesiod_Theogony-54"
"2678","Hesiod_Theogony-55"
"2679","Hesiod_Theogony-56"
"2680","Hesiod_Theogony-57"
"2681","Hesiod_Theogony-58"
"2682","Hesiod_Theogony-59"
"2683","Hesiod_Theogony-60"
"2684","Hesiod_Theogony-61"
"2685","Hesiod_Theogony-62"
"2686","Hesiod_Theogony-63"
"2687","Hesiod_Theogony-64"
"2688","Hesiod_Theogony-65"
"2689","Hesiod_Theogony-66"
"2690","Hesiod_Theogony-67"
"2691","Hesiod_Theogony-68"
"2692","Hesiod_Theogony-69"
"2693","Hesiod_Theogony-70"
"2694","Hesiod_Theogony-71"
"2695","Hesiod_Theogony-72"
"2696","Hesiod_Theogony-73"
"2697","Hesiod_Theogony-74"
"2698","Hesiod_Theogony-75"
"2699","Hesiod_Theogony-76"
"2700","Hesiod_Theogony-77"
"2701","Hesiod_Theogony-78"
"2702","Hesiod_Theogony-79"
"2703","Hesiod_Theogony-80"
"2704","Hesiod_Theogony-81"
"2705","Hesiod_Theogony-82"
"2706","Hesiod_Theogony-83"
"2707","Hesiod_Theogony-84"
"2708","Hesiod_Theogony-85"
"2709","Hesiod_Theogony-86"
"2710","Hesiod_Theogony-87"
"2711","Hesiod_Theogony-88"
"2712","Hesiod_Theogony-89"
"2713","Hesiod_Theogony-90"
"2714","Hesiod_Theogony-91"
"2715","Hesiod_Theogony-92"
"2716","Hesiod_Theogony-93"
"2717","Hesiod_Theogony-94"
"2718","Hesiod_Theogony-95"
"2719","Hesiod_Theogony-96"
"2720","Hesiod_Theogony-97"
"2721","Hesiod_Theogony-98"
"2722","Hesiod_Theogony-99"
"2723","Hesiod_Theogony-100"
"2724","Hesiod_Theogony-101"
"2725","Hesiod_Theogony-102"
"2726","Hesiod_Theogony-103"
"2727","Hesiod_Theogony-104"
"2728","Hesiod_Theogony-105"
"2729","Hesiod_Theogony-106"
"2730","Hesiod_Theogony-107"
"2731","Hesiod_Theogony-108"
"2732","Hesiod_Theogony-109"
"2733","Hesiod_Theogony-110"
"2734","Hesiod_Theogony-111"
"2735","Hesiod_Theogony-112"
"2736","Hesiod_Theogony-113"
"2737","Hesiod_Theogony-114"
"2738","Hesiod_Theogony-115"
"2739","Hesiod_Theogony-116"
"2740","Hesiod_Theogony-117"
"2741","Hesiod_Theogony-118"
"2742","Hesiod_Theogony-119"
"2743","Hesiod_Theogony-120"
"2744","Hesiod_Theogony-121"
"2745","Hesiod_Theogony-122"
"2746","Hesiod_Theogony-123"
"2747","Hesiod_Theogony-124"
"2748","Hesiod_Theogony-125"
"2749","Hesiod_Theogony-126"
"2750","Hesiod_Theogony-127"
"2751","Hesiod_Theogony-128"
"2752","Hesiod_Theogony-129"
"2753","Hesiod_Theogony-130"
"2754","Hesiod_Theogony-131"
"2755","Hesiod_Theogony-132"
"2756","Hesiod_Theogony-133"
"2757","Hesiod_Theogony-134"
"2758","Hesiod_Theogony-135"
"2759","Hesiod_Theogony-136"
"2760","Hesiod_Theogony-137"
"2761","Hesiod_Theogony-138"
"2762","Hesiod_Theogony-139"
"2763","Hesiod_Theogony-140"
"2764","Hesiod_Theogony-141"
"2765","Hesiod_Theogony-142"
"2766","Hesiod_Theogony-143"
"2767","Hesiod_Theogony-144"
"2768","Hesiod_Theogony-145"
"2769","Hesiod_Theogony-146"
"2770","Hesiod_Theogony-147"
"2771","Hesiod_Theogony-148"
"2772","Hesiod_Theogony-149"
"2773","Hesiod_Theogony-150"
"2774","Hesiod_Theogony-151"
"2775","Hesiod_Theogony-152"
"2776","Hesiod_Theogony-153"
"2777","Hesiod_Theogony-154"
"2778","Hesiod_Theogony-155"
"2779","Hesiod_Theogony-156"
"2780","Hesiod_Theogony-157"
"2781","Hesiod_Theogony-158"
"2782","Hesiod_Theogony-159"
"2783","Hesiod_Theogony-160"
"2784","Hesiod_Theogony-161"
"2785","Hesiod_Theogony-162"
"2786","Hesiod_Theogony-163"
"2787","Hesiod_Theogony-164"
"2788","Hesiod_Theogony-165"
"2789","Hesiod_Theogony-166"
"2790","Hesiod_Theogony-167"
"2791","Hesiod_Theogony-168"
"2792","Hesiod_Theogony-169"
"2793","Hesiod_Theogony-170"
"2794","Hesiod_Theogony-171"
"2795","Hesiod_Theogony-172"
"2796","Hesiod_Theogony-173"
"2797","Hesiod_Theogony-174"
"2798","Hesiod_Theogony-175"
"2799","Hesiod_Theogony-176"
"2800","Hesiod_Theogony-177"
"2801","Hesiod_Theogony-178"
"2802","Hesiod_Theogony-179"
"2803","Hesiod_Theogony-180"
"2804","Hesiod_Theogony-181"
"2805","Hesiod_Theogony-182"
"2806","Hesiod_Theogony-183"
"2807","Hesiod_Theogony-184"
"2808","Hesiod_Theogony-185"
"2809","Hesiod_Theogony-186"
"2810","Hesiod_Theogony-187"
"2811","Hesiod_Theogony-188"
"2812","Hesiod_Theogony-189"
"2813","Hesiod_Theogony-190"
"2814","Hesiod_Theogony-191"
"2815","Hesiod_Theogony-192"
"2816","Hesiod_Theogony-193"
"2817","Hesiod_Theogony-194"
"2818","Hesiod_Works-1"
"2819","Hesiod_Works-2"
"2820","Hesiod_Works-3"
"2821","Hesiod_Works-4"
"2822","Hesiod_Works-5"
"2823","Hesiod_Works-6"
"2824","Hesiod_Works-7"
"2825","Hesiod_Works-8"
"2826","Hesiod_Works-9"
"2827","Hesiod_Works-10"
"2828","Hesiod_Works-11"
"2829","Hesiod_Works-12"
"2830","Hesiod_Works-13"
"2831","Hesiod_Works-14"
"2832","Hesiod_Works-15"
"2833","Hesiod_Works-16"
"2834","Hesiod_Works-17"
"2835","Hesiod_Works-18"
"2836","Hesiod_Works-19"
"2837","Hesiod_Works-20"
"2838","Hesiod_Works-21"
"2839","Hesiod_Works-22"
"2840","Hesiod_Works-23"
"2841","Hesiod_Works-24"
"2842","Hesiod_Works-25"
"2843","Hesiod_Works-26"
"2844","Hesiod_Works-27"
"2845","Hesiod_Works-28"
"2846","Hesiod_Works-29"
"2847","Hesiod_Works-30"
"2848","Hesiod_Works-31"
"2849","Hesiod_Works-32"
"2850","Hesiod_Works-33"
"2851","Hesiod_Works-34"
"2852","Hesiod_Works-35"
"2853","Hesiod_Works-36"
"2854","Hesiod_Works-37"
"2855","Hesiod_Works-38"
"2856","Hesiod_Works-39"
"2857","Hesiod_Works-40"
"2858","Hesiod_Works-41"
"2859","Hesiod_Works-42"
"2860","Hesiod_Works-43"
"2861","Hesiod_Works-44"
"2862","Hesiod_Works-45"
"2863","Hesiod_Works-46"
"2864","Hesiod_Works-47"
"2865","Hesiod_Works-48"
"2866","Hesiod_Works-49"
"2867","Hesiod_Works-50"
"2868","Hesiod_Works-51"
"2869","Hesiod_Works-52"
"2870","Hesiod_Works-53"
"2871","Hesiod_Works-54"
"2872","Hesiod_Works-55"
"2873","Hesiod_Works-56"
"2874","Hesiod_Works-57"
"2875","Hesiod_Works-58"
"2876","Hesiod_Works-59"
"2877","Hesiod_Works-60"
"2878","Hesiod_Works-61"
"2879","Hesiod_Works-62"
"2880","Hesiod_Works-63"
"2881","Hesiod_Works-64"
"2882","Hesiod_Works-65"
"2883","Hesiod_Works-66"
"2884","Hesiod_Works-67"
"2885","Hesiod_Works-68"
"2886","Hesiod_Works-69"
"2887","Hesiod_Works-70"
"2888","Hesiod_Works-71"
"2889","Hesiod_Works-72"
"2890","Hesiod_Works-73"
"2891","Hesiod_Works-74"
"2892","Hesiod_Works-75"
"2893","Hesiod_Works-76"
"2894","Hesiod_Works-77"
"2895","Hesiod_Works-78"
"2896","Hesiod_Works-79"
"2897","Hesiod_Works-80"
"2898","Hesiod_Works-81"
"2899","Hesiod_Works-82"
"2900","Hesiod_Works-83"
"2901","Hesiod_Works-84"
"2902","Hesiod_Works-85"
"2903","Hesiod_Works-86"
"2904","Hesiod_Works-87"
"2905","Hesiod_Works-88"
"2906","Hesiod_Works-89"
"2907","Hesiod_Works-90"
"2908","Hesiod_Works-91"
"2909","Hesiod_Works-92"
"2910","Hesiod_Works-93"
"2911","Hesiod_Works-94"
"2912","Hesiod_Works-95"
"2913","Hesiod_Works-96"
"2914","Hesiod_Works-97"
"2915","Hesiod_Works-98"
"2916","Hesiod_Works-99"
"2917","Hesiod_Works-100"
"2918","Hesiod_Works-101"
"2919","Hesiod_Works-102"
"2920","Hesiod_Works-103"
"2921","Hesiod_Works-104"
"2922","Hesiod_Works-105"
"2923","Hesiod_Works-106"
"2924","Hesiod_Works-107"
"2925","Hesiod_Works-108"
"2926","Hesiod_Works-109"
"2927","Hesiod_Works-110"
"2928","Hesiod_Works-111"
"2929","Hesiod_Works-112"
"2930","Hesiod_Works-113"
"2931","Hesiod_Works-114"
"2932","Hesiod_Works-115"
"2933","Hesiod_Works-116"
"2934","Hesiod_Works-117"
"2935","Hesiod_Works-118"
"2936","Hesiod_Works-119"
"2937","Hesiod_Works-120"
"2938","Hesiod_Works-121"
"2939","Hesiod_Works-122"
"2940","Hesiod_Works-123"
"2941","Hesiod_Works-124"
"2942","Hesiod_Works-125"
"2943","Hesiod_Works-126"
"2944","Hesiod_Works-127"
"2945","Hesiod_Works-128"
"2946","Hesiod_Works-129"
"2947","Hesiod_Works-130"
"2948","Hesiod_Works-131"
"2949","Hesiod_Works-132"
"2950","Hesiod_Works-133"
"2951","Hesiod_Works-134"
"2952","Hesiod_Works-135"
"2953","Hesiod_Works-136"
"2954","Hesiod_Works-137"
"2955","Hesiod_Works-138"
"2956","Hesiod_Works-139"
"2957","Hesiod_Works-140"
"2958","Hesiod_Works-141"
"2959","Hesiod_Works-142"
"2960","Hesiod_Works-143"
"2961","Hesiod_Works-144"
"2962","Hesiod_Works-145"
"2963","Hesiod_Works-146"
"2964","Hesiod_Works-147"
"2965","Hesiod_Works-148"
"2966","Hesiod_Works-149"
"2967","Hesiod_Works-150"
"2968","Hesiod_Works-151"
"2969","Hesiod_Works-152"
"2970","Hesiod_Works-153"
"2971","Hesiod_Works-154"
"2972","Hesiod_Works-155"
"2973","Hesiod_Works-156"
"2974","Hesiod_Works-157"
"2975","Hesiod_Works-158"
"2976","Hesiod_Works-159"
"2977","Hesiod_Works-160"
"2978","Hesiod_Works-161"
"2979","Hesiod_Works-162"
"2980","Hesiod_Works-163"
"2981","Hesiod_Works-164"
"2982","Hesiod_Works-165"
"2983","Hesiod_Works-166"
"2984","Hesiod_Works-167"
"2985","HomerIliad_Iliad-full-1"
"2986","HomerIliad_Iliad-full-2"
"2987","HomerIliad_Iliad-full-3"
"2988","HomerIliad_Iliad-full-4"
"2989","HomerIliad_Iliad-full-5"
"2990","HomerIliad_Iliad-full-6"
"2991","HomerIliad_Iliad-full-7"
"2992","HomerIliad_Iliad-full-8"
"2993","HomerIliad_Iliad-full-9"
"2994","HomerIliad_Iliad-full-10"
"2995","HomerIliad_Iliad-full-11"
"2996","HomerIliad_Iliad-full-12"
"2997","HomerIliad_Iliad-full-13"
"2998","HomerIliad_Iliad-full-14"
"2999","HomerIliad_Iliad-full-15"
"3000","HomerIliad_Iliad-full-16"
"3001","HomerIliad_Iliad-full-17"
"3002","HomerIliad_Iliad-full-18"
"3003","HomerIliad_Iliad-full-19"
"3004","HomerIliad_Iliad-full-20"
"3005","HomerIliad_Iliad-full-21"
"3006","HomerIliad_Iliad-full-22"
"3007","HomerIliad_Iliad-full-23"
"3008","HomerIliad_Iliad-full-24"
"3009","HomerIliad_Iliad-full-25"
"3010","HomerIliad_Iliad-full-26"
"3011","HomerIliad_Iliad-full-27"
"3012","HomerIliad_Iliad-full-28"
"3013","HomerIliad_Iliad-full-29"
"3014","HomerIliad_Iliad-full-30"
"3015","HomerIliad_Iliad-full-31"
"3016","HomerIliad_Iliad-full-32"
"3017","HomerIliad_Iliad-full-33"
"3018","HomerIliad_Iliad-full-34"
"3019","HomerIliad_Iliad-full-35"
"3020","HomerIliad_Iliad-full-36"
"3021","HomerIliad_Iliad-full-37"
"3022","HomerIliad_Iliad-full-38"
"3023","HomerIliad_Iliad-full-39"
"3024","HomerIliad_Iliad-full-40"
"3025","HomerIliad_Iliad-full-41"
"3026","HomerIliad_Iliad-full-42"
"3027","HomerIliad_Iliad-full-43"
"3028","HomerIliad_Iliad-full-44"
"3029","HomerIliad_Iliad-full-45"
"3030","HomerIliad_Iliad-full-46"
"3031","HomerIliad_Iliad-full-47"
"3032","HomerIliad_Iliad-full-48"
"3033","HomerIliad_Iliad-full-49"
"3034","HomerIliad_Iliad-full-50"
"3035","HomerIliad_Iliad-full-51"
"3036","HomerIliad_Iliad-full-52"
"3037","HomerIliad_Iliad-full-53"
"3038","HomerIliad_Iliad-full-54"
"3039","HomerIliad_Iliad-full-55"
"3040","HomerIliad_Iliad-full-56"
"3041","HomerIliad_Iliad-full-57"
"3042","HomerIliad_Iliad-full-58"
"3043","HomerIliad_Iliad-full-59"
"3044","HomerIliad_Iliad-full-60"
"3045","HomerIliad_Iliad-full-61"
"3046","HomerIliad_Iliad-full-62"
"3047","HomerIliad_Iliad-full-63"
"3048","HomerIliad_Iliad-full-64"
"3049","HomerIliad_Iliad-full-65"
"3050","HomerIliad_Iliad-full-66"
"3051","HomerIliad_Iliad-full-67"
"3052","HomerIliad_Iliad-full-68"
"3053","HomerIliad_Iliad-full-69"
"3054","HomerIliad_Iliad-full-70"
"3055","HomerIliad_Iliad-full-71"
"3056","HomerIliad_Iliad-full-72"
"3057","HomerIliad_Iliad-full-73"
"3058","HomerIliad_Iliad-full-74"
"3059","HomerIliad_Iliad-full-75"
"3060","HomerIliad_Iliad-full-76"
"3061","HomerIliad_Iliad-full-77"
"3062","HomerIliad_Iliad-full-78"
"3063","HomerIliad_Iliad-full-79"
"3064","HomerIliad_Iliad-full-80"
"3065","HomerIliad_Iliad-full-81"
"3066","HomerIliad_Iliad-full-82"
"3067","HomerIliad_Iliad-full-83"
"3068","HomerIliad_Iliad-full-84"
"3069","HomerIliad_Iliad-full-85"
"3070","HomerIliad_Iliad-full-86"
"3071","HomerIliad_Iliad-full-87"
"3072","HomerIliad_Iliad-full-88"
"3073","HomerIliad_Iliad-full-89"
"3074","HomerIliad_Iliad-full-90"
"3075","HomerIliad_Iliad-full-91"
"3076","HomerIliad_Iliad-full-92"
"3077","HomerIliad_Iliad-full-93"
"3078","HomerIliad_Iliad-full-94"
"3079","HomerIliad_Iliad-full-95"
"3080","HomerIliad_Iliad-full-96"
"3081","HomerIliad_Iliad-full-97"
"3082","HomerIliad_Iliad-full-98"
"3083","HomerIliad_Iliad-full-99"
"3084","HomerIliad_Iliad-full-100"
"3085","HomerIliad_Iliad-full-101"
"3086","HomerIliad_Iliad-full-102"
"3087","HomerIliad_Iliad-full-103"
"3088","HomerIliad_Iliad-full-104"
"3089","HomerIliad_Iliad-full-105"
"3090","HomerIliad_Iliad-full-106"
"3091","HomerIliad_Iliad-full-107"
"3092","HomerIliad_Iliad-full-108"
"3093","HomerIliad_Iliad-full-109"
"3094","HomerIliad_Iliad-full-110"
"3095","HomerIliad_Iliad-full-111"
"3096","HomerIliad_Iliad-full-112"
"3097","HomerIliad_Iliad-full-113"
"3098","HomerIliad_Iliad-full-114"
"3099","HomerIliad_Iliad-full-115"
"3100","HomerIliad_Iliad-full-116"
"3101","HomerIliad_Iliad-full-117"
"3102","HomerIliad_Iliad-full-118"
"3103","HomerIliad_Iliad-full-119"
"3104","HomerIliad_Iliad-full-120"
"3105","HomerIliad_Iliad-full-121"
"3106","HomerIliad_Iliad-full-122"
"3107","HomerIliad_Iliad-full-123"
"3108","HomerIliad_Iliad-full-124"
"3109","HomerIliad_Iliad-full-125"
"3110","HomerIliad_Iliad-full-126"
"3111","HomerIliad_Iliad-full-127"
"3112","HomerIliad_Iliad-full-128"
"3113","HomerIliad_Iliad-full-129"
"3114","HomerIliad_Iliad-full-130"
"3115","HomerIliad_Iliad-full-131"
"3116","HomerIliad_Iliad-full-132"
"3117","HomerIliad_Iliad-full-133"
"3118","HomerIliad_Iliad-full-134"
"3119","HomerIliad_Iliad-full-135"
"3120","HomerIliad_Iliad-full-136"
"3121","HomerIliad_Iliad-full-137"
"3122","HomerIliad_Iliad-full-138"
"3123","HomerIliad_Iliad-full-139"
"3124","HomerIliad_Iliad-full-140"
"3125","HomerIliad_Iliad-full-141"
"3126","HomerIliad_Iliad-full-142"
"3127","HomerIliad_Iliad-full-143"
"3128","HomerIliad_Iliad-full-144"
"3129","HomerIliad_Iliad-full-145"
"3130","HomerIliad_Iliad-full-146"
"3131","HomerIliad_Iliad-full-147"
"3132","HomerIliad_Iliad-full-148"
"3133","HomerIliad_Iliad-full-149"
"3134","HomerIliad_Iliad-full-150"
"3135","HomerIliad_Iliad-full-151"
"3136","HomerIliad_Iliad-full-152"
"3137","HomerIliad_Iliad-full-153"
"3138","HomerIliad_Iliad-full-154"
"3139","HomerIliad_Iliad-full-155"
"3140","HomerIliad_Iliad-full-156"
"3141","HomerIliad_Iliad-full-157"
"3142","HomerIliad_Iliad-full-158"
"3143","HomerIliad_Iliad-full-159"
"3144","HomerIliad_Iliad-full-160"
"3145","HomerIliad_Iliad-full-161"
"3146","HomerIliad_Iliad-full-162"
"3147","HomerIliad_Iliad-full-163"
"3148","HomerIliad_Iliad-full-164"
"3149","HomerIliad_Iliad-full-165"
"3150","HomerIliad_Iliad-full-166"
"3151","HomerIliad_Iliad-full-167"
"3152","HomerIliad_Iliad-full-168"
"3153","HomerIliad_Iliad-full-169"
"3154","HomerIliad_Iliad-full-170"
"3155","HomerIliad_Iliad-full-171"
"3156","HomerIliad_Iliad-full-172"
"3157","HomerIliad_Iliad-full-173"
"3158","HomerIliad_Iliad-full-174"
"3159","HomerIliad_Iliad-full-175"
"3160","HomerIliad_Iliad-full-176"
"3161","HomerIliad_Iliad-full-177"
"3162","HomerIliad_Iliad-full-178"
"3163","HomerIliad_Iliad-full-179"
"3164","HomerIliad_Iliad-full-180"
"3165","HomerIliad_Iliad-full-181"
"3166","HomerIliad_Iliad-full-182"
"3167","HomerIliad_Iliad-full-183"
"3168","HomerIliad_Iliad-full-184"
"3169","HomerIliad_Iliad-full-185"
"3170","HomerIliad_Iliad-full-186"
"3171","HomerIliad_Iliad-full-187"
"3172","HomerIliad_Iliad-full-188"
"3173","HomerIliad_Iliad-full-189"
"3174","HomerIliad_Iliad-full-190"
"3175","HomerIliad_Iliad-full-191"
"3176","HomerIliad_Iliad-full-192"
"3177","HomerIliad_Iliad-full-193"
"3178","HomerIliad_Iliad-full-194"
"3179","HomerIliad_Iliad-full-195"
"3180","HomerIliad_Iliad-full-196"
"3181","HomerIliad_Iliad-full-197"
"3182","HomerIliad_Iliad-full-198"
"3183","HomerIliad_Iliad-full-199"
"3184","HomerIliad_Iliad-full-200"
"3185","HomerIliad_Iliad-full-201"
"3186","HomerIliad_Iliad-full-202"
"3187","HomerIliad_Iliad-full-203"
"3188","HomerIliad_Iliad-full-204"
"3189","HomerIliad_Iliad-full-205"
"3190","HomerIliad_Iliad-full-206"
"3191","HomerIliad_Iliad-full-207"
"3192","HomerIliad_Iliad-full-208"
"3193","HomerIliad_Iliad-full-209"
"3194","HomerIliad_Iliad-full-210"
"3195","HomerIliad_Iliad-full-211"
"3196","HomerIliad_Iliad-full-212"
"3197","HomerIliad_Iliad-full-213"
"3198","HomerIliad_Iliad-full-214"
"3199","HomerIliad_Iliad-full-215"
"3200","HomerIliad_Iliad-full-216"
"3201","HomerIliad_Iliad-full-217"
"3202","HomerIliad_Iliad-full-218"
"3203","HomerIliad_Iliad-full-219"
"3204","HomerIliad_Iliad-full-220"
"3205","HomerIliad_Iliad-full-221"
"3206","HomerIliad_Iliad-full-222"
"3207","HomerIliad_Iliad-full-223"
"3208","HomerIliad_Iliad-full-224"
"3209","HomerIliad_Iliad-full-225"
"3210","HomerIliad_Iliad-full-226"
"3211","HomerIliad_Iliad-full-227"
"3212","HomerIliad_Iliad-full-228"
"3213","HomerIliad_Iliad-full-229"
"3214","HomerIliad_Iliad-full-230"
"3215","HomerIliad_Iliad-full-231"
"3216","HomerIliad_Iliad-full-232"
"3217","HomerIliad_Iliad-full-233"
"3218","HomerIliad_Iliad-full-234"
"3219","HomerIliad_Iliad-full-235"
"3220","HomerIliad_Iliad-full-236"
"3221","HomerIliad_Iliad-full-237"
"3222","HomerIliad_Iliad-full-238"
"3223","HomerIliad_Iliad-full-239"
"3224","HomerIliad_Iliad-full-240"
"3225","HomerIliad_Iliad-full-241"
"3226","HomerIliad_Iliad-full-242"
"3227","HomerIliad_Iliad-full-243"
"3228","HomerIliad_Iliad-full-244"
"3229","HomerIliad_Iliad-full-245"
"3230","HomerIliad_Iliad-full-246"
"3231","HomerIliad_Iliad-full-247"
"3232","HomerIliad_Iliad-full-248"
"3233","HomerIliad_Iliad-full-249"
"3234","HomerIliad_Iliad-full-250"
"3235","HomerIliad_Iliad-full-251"
"3236","HomerIliad_Iliad-full-252"
"3237","HomerIliad_Iliad-full-253"
"3238","HomerIliad_Iliad-full-254"
"3239","HomerIliad_Iliad-full-255"
"3240","HomerIliad_Iliad-full-256"
"3241","HomerIliad_Iliad-full-257"
"3242","HomerIliad_Iliad-full-258"
"3243","HomerIliad_Iliad-full-259"
