"","V1"
"2765","DiodorusSic_Book11-936"
"2766","DiodorusSic_Book11-937"
"2767","DiodorusSic_Book11-938"
"2768","DiodorusSic_Book11-939"
"2769","DiodorusSic_Book11-940"
"2770","DiodorusSic_Book11-941"
"2771","DiodorusSic_Book11-942"
"2772","DiodorusSic_Book11-943"
"2773","DiodorusSic_Book11-944"
"2774","DiodorusSic_Book11-945"
"2775","DiodorusSic_Book11-946"
"2776","DiodorusSic_Book11-947"
"2777","DiodorusSic_Book11-948"
"2778","DiodorusSic_Book11-949"
"2779","DiodorusSic_Book11-950"
"2780","DiodorusSic_Book11-951"
"2781","DiodorusSic_Book11-952"
"2782","DiodorusSic_Book11-953"
"2783","DiodorusSic_Book11-954"
"2784","DiodorusSic_Book11-955"
"2785","DiodorusSic_Book11-956"
"2786","DiodorusSic_Book11-957"
"2787","DiodorusSic_Book11-958"
"2788","DiodorusSic_Book11-959"
"2789","DiodorusSic_Book11-960"
"2790","DiodorusSic_Book11-961"
"2791","DiodorusSic_Book11-962"
"2792","DiodorusSic_Book11-963"
"2793","DiodorusSic_Book11-964"
"2794","DiodorusSic_Book11-965"
"2795","DiodorusSic_Book11-966"
"2796","DiodorusSic_Book11-967"
"2797","DiodorusSic_Book11-968"
"2798","DiodorusSic_Book11-969"
"2799","Herodotus_Book1-1"
"2800","Herodotus_Book1-2"
"2801","Herodotus_Book1-3"
"2802","Herodotus_Book1-4"
"2803","Herodotus_Book1-5"
"2804","Herodotus_Book1-6"
"2805","Herodotus_Book1-7"
"2806","Herodotus_Book1-8"
"2807","Herodotus_Book1-9"
"2808","Herodotus_Book1-10"
"2809","Herodotus_Book1-11"
"2810","Herodotus_Book1-12"
"2811","Herodotus_Book1-13"
"2812","Herodotus_Book1-14"
"2813","Herodotus_Book1-15"
"2814","Herodotus_Book1-16"
"2815","Herodotus_Book1-17"
"2816","Herodotus_Book1-18"
"2817","Herodotus_Book1-19"
"2818","Herodotus_Book1-20"
"2819","Herodotus_Book1-21"
"2820","Herodotus_Book1-22"
"2821","Herodotus_Book1-23"
"2822","Herodotus_Book1-24"
"2823","Herodotus_Book1-25"
"2824","Herodotus_Book1-26"
"2825","Herodotus_Book1-27"
"2826","Herodotus_Book1-28"
"2827","Herodotus_Book1-29"
"2828","Herodotus_Book1-30"
"2829","Herodotus_Book1-31"
"2830","Herodotus_Book1-32"
"2831","Herodotus_Book1-33"
"2832","Herodotus_Book1-34"
"2833","Herodotus_Book1-35"
"2834","Herodotus_Book1-36"
"2835","Herodotus_Book1-37"
"2836","Herodotus_Book1-38"
"2837","Herodotus_Book1-39"
"2838","Herodotus_Book1-40"
"2839","Herodotus_Book1-41"
"2840","Herodotus_Book1-42"
"2841","Herodotus_Book1-43"
"2842","Herodotus_Book1-44"
"2843","Herodotus_Book1-45"
"2844","Herodotus_Book1-46"
"2845","Herodotus_Book1-47"
"2846","Herodotus_Book1-48"
"2847","Herodotus_Book1-49"
"2848","Herodotus_Book1-50"
"2849","Herodotus_Book1-51"
"2850","Herodotus_Book1-52"
"2851","Herodotus_Book1-53"
"2852","Herodotus_Book1-54"
"2853","Herodotus_Book1-55"
"2854","Herodotus_Book1-56"
"2855","Herodotus_Book1-57"
"2856","Herodotus_Book1-58"
"2857","Herodotus_Book1-59"
"2858","Herodotus_Book1-60"
"2859","Herodotus_Book1-61"
"2860","Herodotus_Book1-62"
"2861","Herodotus_Book1-63"
"2862","Herodotus_Book1-64"
"2863","Herodotus_Book1-65"
"2864","Herodotus_Book1-66"
"2865","Herodotus_Book1-67"
"2866","Herodotus_Book1-68"
"2867","Herodotus_Book1-69"
"2868","Herodotus_Book1-70"
"2869","Herodotus_Book1-71"
"2870","Herodotus_Book1-72"
"2871","Herodotus_Book1-73"
"2872","Herodotus_Book1-74"
"2873","Herodotus_Book1-75"
"2874","Herodotus_Book1-76"
"2875","Herodotus_Book1-77"
"2876","Herodotus_Book1-78"
"2877","Herodotus_Book1-79"
"2878","Herodotus_Book1-80"
"2879","Herodotus_Book1-81"
"2880","Herodotus_Book1-82"
"2881","Herodotus_Book1-83"
"2882","Herodotus_Book1-84"
"2883","Herodotus_Book1-85"
"2884","Herodotus_Book1-86"
"2885","Herodotus_Book1-87"
"2886","Herodotus_Book1-88"
"2887","Herodotus_Book1-89"
"2888","Herodotus_Book1-90"
"2889","Herodotus_Book1-91"
"2890","Herodotus_Book1-92"
"2891","Herodotus_Book1-93"
"2892","Herodotus_Book1-94"
"2893","Herodotus_Book1-95"
"2894","Herodotus_Book1-96"
"2895","Herodotus_Book1-97"
"2896","Herodotus_Book1-98"
"2897","Herodotus_Book1-99"
"2898","Herodotus_Book1-100"
"2899","Herodotus_Book1-101"
"2900","Herodotus_Book1-102"
"2901","Herodotus_Book1-103"
"2902","Herodotus_Book1-104"
"2903","Herodotus_Book1-105"
"2904","Herodotus_Book1-106"
"2905","Herodotus_Book1-107"
"2906","Herodotus_Book1-108"
"2907","Herodotus_Book1-109"
"2908","Herodotus_Book1-110"
"2909","Herodotus_Book1-111"
"2910","Herodotus_Book1-112"
"2911","Herodotus_Book1-113"
"2912","Herodotus_Book1-114"
"2913","Herodotus_Book1-115"
"2914","Herodotus_Book1-116"
"2915","Herodotus_Book1-117"
"2916","Herodotus_Book1-118"
"2917","Herodotus_Book1-119"
"2918","Herodotus_Book1-120"
"2919","Herodotus_Book1-121"
"2920","Herodotus_Book1-122"
"2921","Herodotus_Book1-123"
"2922","Herodotus_Book1-124"
"2923","Herodotus_Book1-125"
"2924","Herodotus_Book1-126"
"2925","Herodotus_Book1-127"
"2926","Herodotus_Book1-128"
"2927","Herodotus_Book1-129"
"2928","Herodotus_Book1-130"
"2929","Herodotus_Book1-131"
"2930","Herodotus_Book1-132"
"2931","Herodotus_Book1-133"
"2932","Herodotus_Book1-134"
"2933","Herodotus_Book1-135"
"2934","Herodotus_Book1-136"
"2935","Herodotus_Book1-137"
"2936","Herodotus_Book1-138"
"2937","Herodotus_Book1-139"
"2938","Herodotus_Book1-140"
"2939","Herodotus_Book1-141"
"2940","Herodotus_Book1-142"
"2941","Herodotus_Book1-143"
"2942","Herodotus_Book1-144"
"2943","Herodotus_Book1-145"
"2944","Herodotus_Book1-146"
"2945","Herodotus_Book1-147"
"2946","Herodotus_Book1-148"
"2947","Herodotus_Book1-149"
"2948","Herodotus_Book1-150"
"2949","Herodotus_Book1-151"
"2950","Herodotus_Book1-152"
"2951","Herodotus_Book1-153"
"2952","Herodotus_Book1-154"
"2953","Herodotus_Book1-155"
"2954","Herodotus_Book1-156"
"2955","Herodotus_Book1-157"
"2956","Herodotus_Book1-158"
"2957","Herodotus_Book1-159"
"2958","Herodotus_Book1-160"
"2959","Herodotus_Book1-161"
"2960","Herodotus_Book1-162"
"2961","Herodotus_Book1-163"
"2962","Herodotus_Book1-164"
"2963","Herodotus_Book1-165"
"2964","Herodotus_Book1-166"
"2965","Herodotus_Book1-167"
"2966","Herodotus_Book1-168"
"2967","Herodotus_Book1-169"
"2968","Herodotus_Book1-170"
"2969","Herodotus_Book1-171"
"2970","Herodotus_Book1-172"
"2971","Herodotus_Book1-173"
"2972","Herodotus_Book1-174"
"2973","Herodotus_Book1-175"
"2974","Herodotus_Book1-176"
"2975","Herodotus_Book1-177"
"2976","Herodotus_Book1-178"
"2977","Herodotus_Book1-179"
"2978","Herodotus_Book1-180"
"2979","Herodotus_Book1-181"
"2980","Herodotus_Book1-182"
"2981","Herodotus_Book1-183"
"2982","Herodotus_Book1-184"
"2983","Herodotus_Book1-185"
"2984","Herodotus_Book1-186"
"2985","Herodotus_Book1-187"
"2986","Herodotus_Book1-188"
"2987","Herodotus_Book1-189"
"2988","Herodotus_Book1-190"
"2989","Herodotus_Book1-191"
"2990","Herodotus_Book1-192"
"2991","Herodotus_Book1-193"
"2992","Herodotus_Book1-194"
"2993","Herodotus_Book1-195"
"2994","Herodotus_Book1-196"
"2995","Herodotus_Book1-197"
"2996","Herodotus_Book1-198"
"2997","Herodotus_Book1-199"
"2998","Herodotus_Book1-200"
"2999","Herodotus_Book1-201"
"3000","Herodotus_Book1-202"
"3001","Herodotus_Book1-203"
"3002","Herodotus_Book1-204"
"3003","Herodotus_Book1-205"
"3004","Herodotus_Book1-206"
"3005","Herodotus_Book1-207"
"3006","Herodotus_Book1-208"
"3007","Herodotus_Book1-209"
"3008","Herodotus_Book1-210"
"3009","Herodotus_Book1-211"
"3010","Herodotus_Book1-212"
"3011","Herodotus_Book1-213"
"3012","Herodotus_Book1-214"
"3013","Herodotus_Book1-215"
"3014","Herodotus_Book1-216"
"3015","Herodotus_Book1-217"
"3016","Herodotus_Book1-218"
"3017","Herodotus_Book1-219"
"3018","Herodotus_Book1-220"
"3019","Herodotus_Book1-221"
"3020","Herodotus_Book1-222"
"3021","Herodotus_Book1-223"
"3022","Herodotus_Book1-224"
"3023","Herodotus_Book1-225"
"3024","Herodotus_Book1-226"
"3025","Herodotus_Book1-227"
"3026","Herodotus_Book1-228"
"3027","Herodotus_Book1-229"
"3028","Herodotus_Book1-230"
"3029","Herodotus_Book1-231"
"3030","Herodotus_Book1-232"
"3031","Herodotus_Book1-233"
"3032","Herodotus_Book1-234"
"3033","Herodotus_Book1-235"
"3034","Herodotus_Book1-236"
"3035","Herodotus_Book1-237"
"3036","Herodotus_Book1-238"
"3037","Herodotus_Book1-239"
"3038","Herodotus_Book1-240"
"3039","Herodotus_Book1-241"
"3040","Herodotus_Book1-242"
"3041","Herodotus_Book1-243"
"3042","Herodotus_Book1-244"
"3043","Herodotus_Book1-245"
"3044","Herodotus_Book1-246"
"3045","Herodotus_Book1-247"
"3046","Herodotus_Book1-248"
"3047","Herodotus_Book1-249"
"3048","Herodotus_Book1-250"
"3049","Herodotus_Book1-251"
"3050","Herodotus_Book1-252"
"3051","Herodotus_Book1-253"
"3052","Herodotus_Book1-254"
"3053","Herodotus_Book1-255"
"3054","Herodotus_Book1-256"
"3055","Herodotus_Book1-257"
"3056","Herodotus_Book1-258"
"3057","Herodotus_Book1-259"
"3058","Herodotus_Book1-260"
"3059","Herodotus_Book1-261"
"3060","Herodotus_Book1-262"
"3061","Herodotus_Book1-263"
"3062","Herodotus_Book1-264"
"3063","Herodotus_Book1-265"
"3064","Herodotus_Book1-266"
"3065","Herodotus_Book1-267"
"3066","Herodotus_Book1-268"
"3067","Herodotus_Book1-269"
"3068","Herodotus_Book1-270"
"3069","Herodotus_Book1-271"
"3070","Herodotus_Book1-272"
"3071","Herodotus_Book1-273"
"3072","Herodotus_Book1-274"
"3073","Herodotus_Book1-275"
"3074","Herodotus_Book1-276"
"3075","Herodotus_Book1-277"
"3076","Herodotus_Book1-278"
"3077","Herodotus_Book1-279"
"3078","Herodotus_Book1-280"
"3079","Herodotus_Book1-281"
"3080","Herodotus_Book1-282"
"3081","Herodotus_Book1-283"
"3082","Herodotus_Book1-284"
"3083","Herodotus_Book1-285"
"3084","Herodotus_Book1-286"
"3085","Herodotus_Book1-287"
"3086","Herodotus_Book1-288"
"3087","Herodotus_Book1-289"
"3088","Herodotus_Book1-290"
"3089","Herodotus_Book1-291"
"3090","Herodotus_Book1-292"
"3091","Herodotus_Book1-293"
"3092","Herodotus_Book1-294"
"3093","Herodotus_Book1-295"
"3094","Herodotus_Book1-296"
"3095","Herodotus_Book1-297"
"3096","Herodotus_Book1-298"
"3097","Herodotus_Book1-299"
"3098","Herodotus_Book1-300"
"3099","Herodotus_Book1-301"
"3100","Herodotus_Book1-302"
"3101","Herodotus_Book1-303"
"3102","Herodotus_Book1-304"
"3103","Herodotus_Book1-305"
"3104","Herodotus_Book1-306"
"3105","Herodotus_Book1-307"
"3106","Herodotus_Book1-308"
"3107","Herodotus_Book1-309"
"3108","Herodotus_Book1-310"
"3109","Herodotus_Book1-311"
"3110","Herodotus_Book1-312"
"3111","Herodotus_Book1-313"
"3112","Herodotus_Book1-314"
"3113","Herodotus_Book1-315"
"3114","Herodotus_Book1-316"
"3115","Herodotus_Book1-317"
"3116","Herodotus_Book1-318"
"3117","Herodotus_Book1-319"
"3118","Herodotus_Book1-320"
"3119","Herodotus_Book1-321"
"3120","Herodotus_Book1-322"
"3121","Herodotus_Book1-323"
"3122","Herodotus_Book1-324"
"3123","Herodotus_Book1-325"
"3124","Herodotus_Book1-326"
"3125","Herodotus_Book1-327"
"3126","Herodotus_Book1-328"
"3127","Herodotus_Book1-329"
"3128","Herodotus_Book1-330"
"3129","Herodotus_Book1-331"
"3130","Herodotus_Book1-332"
"3131","Herodotus_Book1-333"
"3132","Herodotus_Book1-334"
"3133","Herodotus_Book1-335"
"3134","Herodotus_Book1-336"
"3135","Herodotus_Book1-337"
"3136","Herodotus_Book1-338"
"3137","Herodotus_Book1-339"
"3138","Herodotus_Book1-340"
"3139","Herodotus_Book1-341"
"3140","Herodotus_Book1-342"
"3141","Herodotus_Book1-343"
"3142","Herodotus_Book1-344"
"3143","Herodotus_Book1-345"
"3144","Herodotus_Book1-346"
"3145","Herodotus_Book1-347"
"3146","Herodotus_Book1-348"
"3147","Herodotus_Book1-349"
"3148","Herodotus_Book1-350"
"3149","Herodotus_Book1-351"
"3150","Herodotus_Book1-352"
"3151","Herodotus_Book1-353"
"3152","Herodotus_Book1-354"
"3153","Herodotus_Book1-355"
"3154","Herodotus_Book1-356"
"3155","Herodotus_Book1-357"
"3156","Herodotus_Book1-358"
"3157","Herodotus_Book1-359"
"3158","Herodotus_Book1-360"
"3159","Herodotus_Book1-361"
"3160","Herodotus_Book1-362"
"3161","Herodotus_Book1-363"
"3162","Herodotus_Book1-364"
"3163","Herodotus_Book1-365"
"3164","Herodotus_Book1-366"
"3165","Herodotus_Book1-367"
"3166","Herodotus_Book1-368"
"3167","Herodotus_Book1-369"
"3168","Herodotus_Book1-370"
"3169","Herodotus_Book1-371"
"3170","Herodotus_Book1-372"
"3171","Herodotus_Book1-373"
"3172","Herodotus_Book1-374"
"3173","Herodotus_Book1-375"
"3174","Herodotus_Book1-376"
"3175","Herodotus_Book1-377"
"3176","Herodotus_Book1-378"
"3177","Herodotus_Book1-379"
"3178","Herodotus_Book1-380"
"3179","Herodotus_Book1-381"
"3180","Herodotus_Book1-382"
"3181","Herodotus_Book1-383"
"3182","Herodotus_Book1-384"
"3183","Herodotus_Book1-385"
"3184","Herodotus_Book1-386"
"3185","Herodotus_Book1-387"
"3186","Herodotus_Book1-388"
"3187","Herodotus_Book1-389"
"3188","Herodotus_Book1-390"
"3189","Herodotus_Book1-391"
"3190","Herodotus_Book1-392"
"3191","Herodotus_Book1-393"
"3192","Herodotus_Book1-394"
"3193","Herodotus_Book1-395"
"3194","Herodotus_Book1-396"
"3195","Herodotus_Book1-397"
"3196","Herodotus_Book1-398"
"3197","Herodotus_Book1-399"
"3198","Herodotus_Book1-400"
"3199","Herodotus_Book1-401"
"3200","Herodotus_Book1-402"
"3201","Herodotus_Book1-403"
"3202","Herodotus_Book1-404"
"3203","Herodotus_Book1-405"
"3204","Herodotus_Book1-406"
"3205","Herodotus_Book1-407"
"3206","Herodotus_Book1-408"
"3207","Herodotus_Book1-409"
"3208","Herodotus_Book1-410"
"3209","Herodotus_Book1-411"
"3210","Herodotus_Book1-412"
"3211","Herodotus_Book1-413"
"3212","Herodotus_Book1-414"
"3213","Herodotus_Book1-415"
"3214","Herodotus_Book1-416"
"3215","Herodotus_Book1-417"
"3216","Herodotus_Book1-418"
"3217","Herodotus_Book1-419"
"3218","Herodotus_Book1-420"
"3219","Herodotus_Book1-421"
"3220","Herodotus_Book1-422"
"3221","Herodotus_Book1-423"
"3222","Herodotus_Book1-424"
"3223","Herodotus_Book1-425"
"3224","Herodotus_Book1-426"
"3225","Herodotus_Book1-427"
"3226","Herodotus_Book1-428"
"3227","Herodotus_Book1-429"
"3228","Herodotus_Book1-430"
"3229","Herodotus_Book1-431"
"3230","Herodotus_Book1-432"
"3231","Herodotus_Book1-433"
"3232","Herodotus_Book1-434"
"3233","Herodotus_Book1-435"
"3234","Herodotus_Book1-436"
"3235","Herodotus_Book1-437"
"3236","Herodotus_Book1-438"
"3237","Herodotus_Book1-439"
"3238","Herodotus_Book1-440"
"3239","Herodotus_Book1-441"
"3240","Herodotus_Book1-442"
"3241","Herodotus_Book1-443"
"3242","Herodotus_Book1-444"
"3243","Herodotus_Book1-445"
"3244","Herodotus_Book1-446"
"3245","Herodotus_Book1-447"
"3246","Herodotus_Book1-448"
"3247","Herodotus_Book1-449"
"3248","Herodotus_Book1-450"
"3249","Herodotus_Book1-451"
"3250","Herodotus_Book1-452"
"3251","Herodotus_Book1-453"
"3252","Herodotus_Book1-454"
"3253","Herodotus_Book1-455"
"3254","Herodotus_Book1-456"
"3255","Herodotus_Book1-457"
"3256","Herodotus_Book1-458"
"3257","Herodotus_Book1-459"
"3258","Herodotus_Book1-460"
"3259","Herodotus_Book1-461"
"3260","Herodotus_Book1-462"
"3261","Herodotus_Book1-463"
"3262","Herodotus_Book1-464"
"3263","Herodotus_Book1-465"
"3264","Herodotus_Book1-466"
"3265","Herodotus_Book1-467"
"3266","Herodotus_Book1-468"
"3267","Herodotus_Book1-469"
"3268","Herodotus_Book1-470"
"3269","Herodotus_Book1-471"
"3270","Herodotus_Book1-472"
"3271","Herodotus_Book1-473"
"3272","Herodotus_Book1-474"
"3273","Herodotus_Book1-475"
"3274","Herodotus_Book1-476"
"3275","Herodotus_Book1-477"
"3276","Herodotus_Book1-478"
"3277","Herodotus_Book1-479"
"3278","Herodotus_Book1-480"
"3279","Herodotus_Book1-481"
"3280","Herodotus_Book1-482"
"3281","Herodotus_Book1-483"
"3282","Herodotus_Book1-484"
"3283","Herodotus_Book1-485"
"3284","Herodotus_Book1-486"
"3285","Herodotus_Book1-487"
"3286","Herodotus_Book1-488"
"3287","Herodotus_Book1-489"
"3288","Herodotus_Book1-490"
"3289","Herodotus_Book1-491"
"3290","Herodotus_Book1-492"
"3291","Herodotus_Book1-493"
"3292","Herodotus_Book1-494"
"3293","Herodotus_Book1-495"
"3294","Herodotus_Book1-496"
"3295","Herodotus_Book1-497"
"3296","Herodotus_Book1-498"
"3297","Herodotus_Book1-499"
"3298","Herodotus_Book1-500"
"3299","Herodotus_Book1-501"
"3300","Herodotus_Book1-502"
"3301","Herodotus_Book1-503"
"3302","Herodotus_Book1-504"
"3303","Herodotus_Book1-505"
"3304","Herodotus_Book1-506"
"3305","Herodotus_Book1-507"
"3306","Herodotus_Book1-508"
"3307","Herodotus_Book1-509"
"3308","Herodotus_Book1-510"
"3309","Herodotus_Book1-511"
"3310","Herodotus_Book1-512"
"3311","Herodotus_Book1-513"
"3312","Herodotus_Book1-514"
"3313","Herodotus_Book1-515"
"3314","Herodotus_Book1-516"
"3315","Herodotus_Book1-517"
"3316","Herodotus_Book1-518"
"3317","Herodotus_Book1-519"
"3318","Herodotus_Book1-520"
"3319","Herodotus_Book1-521"
"3320","Herodotus_Book1-522"
"3321","Herodotus_Book1-523"
"3322","Herodotus_Book1-524"
"3323","Herodotus_Book1-525"
"3324","Herodotus_Book1-526"
"3325","Herodotus_Book1-527"
"3326","Herodotus_Book1-528"
"3327","Herodotus_Book1-529"
"3328","Herodotus_Book1-530"
"3329","Herodotus_Book1-531"
"3330","Herodotus_Book1-532"
"3331","Herodotus_Book1-533"
"3332","Herodotus_Book1-534"
"3333","Herodotus_Book1-535"
"3334","Herodotus_Book1-536"
"3335","Herodotus_Book1-537"
"3336","Herodotus_Book1-538"
"3337","Herodotus_Book1-539"
"3338","Herodotus_Book1-540"
"3339","Herodotus_Book1-541"
"3340","Herodotus_Book1-542"
"3341","Herodotus_Book1-543"
"3342","Herodotus_Book1-544"
"3343","Herodotus_Book1-545"
"3344","Herodotus_Book1-546"
"3345","Herodotus_Book1-547"
"3346","Herodotus_Book1-548"
"3347","Herodotus_Book1-549"
"3348","Herodotus_Book1-550"
"3349","Herodotus_Book1-551"
"3350","Herodotus_Book1-552"
"3351","Herodotus_Book1-553"
"3352","Herodotus_Book1-554"
"3353","Herodotus_Book1-555"
"3354","Herodotus_Book1-556"
"3355","Herodotus_Book1-557"
"3356","Herodotus_Book1-558"
"3357","Herodotus_Book1-559"
"3358","Herodotus_Book1-560"
"3359","Herodotus_Book1-561"
"3360","Herodotus_Book1-562"
"3361","Herodotus_Book1-563"
"3362","Herodotus_Book1-564"
"3363","Herodotus_Book1-565"
"3364","Herodotus_Book1-566"
"3365","Herodotus_Book1-567"
"3366","Herodotus_Book1-568"
"3367","Herodotus_Book1-569"
"3368","Herodotus_Book1-570"
"3369","Herodotus_Book1-571"
"3370","Herodotus_Book1-572"
"3371","Herodotus_Book1-573"
"3372","Herodotus_Book1-574"
"3373","Herodotus_Book1-575"
"3374","Herodotus_Book1-576"
"3375","Herodotus_Book1-577"
"3376","Herodotus_Book1-578"
"3377","Herodotus_Book1-579"
"3378","Herodotus_Book1-580"
"3379","Herodotus_Book1-581"
"3380","Herodotus_Book1-582"
"3381","Herodotus_Book1-583"
"3382","Herodotus_Book1-584"
"3383","Herodotus_Book1-585"
"3384","Herodotus_Book1-586"
"3385","Herodotus_Book1-587"
"3386","Herodotus_Book1-588"
"3387","Herodotus_Book1-589"
"3388","Herodotus_Book1-590"
"3389","Herodotus_Book1-591"
"3390","Herodotus_Book1-592"
"3391","Herodotus_Book1-593"
"3392","Herodotus_Book1-594"
"3393","Herodotus_Book1-595"
"3394","Herodotus_Book1-596"
"3395","Herodotus_Book1-597"
"3396","Herodotus_Book1-598"
"3397","Herodotus_Book1-599"
"3398","Herodotus_Book1-600"
"3399","Herodotus_Book1-601"
"3400","Herodotus_Book1-602"
"3401","Herodotus_Book1-603"
"3402","Herodotus_Book1-604"
"3403","Herodotus_Book1-605"
"3404","Herodotus_Book1-606"
"3405","Herodotus_Book1-607"
"3406","Herodotus_Book1-608"
"3407","Herodotus_Book1-609"
"3408","Herodotus_Book1-610"
"3409","Herodotus_Book1-611"
"3410","Herodotus_Book1-612"
"3411","Herodotus_Book1-613"
"3412","Herodotus_Book1-614"
"3413","Herodotus_Book1-615"
"3414","Herodotus_Book1-616"
"3415","Herodotus_Book1-617"
"3416","Herodotus_Book1-618"
"3417","Herodotus_Book1-619"
"3418","Herodotus_Book1-620"
"3419","Herodotus_Book1-621"
"3420","Herodotus_Book1-622"
"3421","Herodotus_Book1-623"
"3422","Herodotus_Book1-624"
"3423","Herodotus_Book1-625"
"3424","Herodotus_Book1-626"
"3425","Herodotus_Book1-627"
"3426","Herodotus_Book1-628"
"3427","Herodotus_Book1-629"
"3428","Herodotus_Book1-630"
"3429","Herodotus_Book1-631"
"3430","Herodotus_Book1-632"
"3431","Herodotus_Book1-633"
"3432","Herodotus_Book1-634"
"3433","Herodotus_Book1-635"
"3434","Herodotus_Book1-636"
"3435","Herodotus_Book1-637"
"3436","Herodotus_Book1-638"
"3437","Herodotus_Book1-639"
"3438","Herodotus_Book1-640"
"3439","Herodotus_Book1-641"
"3440","Herodotus_Book1-642"
"3441","Herodotus_Book1-643"
"3442","Herodotus_Book1-644"
"3443","Herodotus_Book1-645"
"3444","Herodotus_Book1-646"
"3445","Herodotus_Book1-647"
"3446","Herodotus_Book1-648"
"3447","Herodotus_Book1-649"
"3448","Herodotus_Book1-650"
"3449","Herodotus_Book1-651"
"3450","Herodotus_Book1-652"
"3451","Herodotus_Book1-653"
"3452","Herodotus_Book1-654"
"3453","Herodotus_Book1-655"
"3454","Herodotus_Book1-656"
"3455","Herodotus_Book1-657"
"3456","Herodotus_Book1-658"
"3457","Herodotus_Book1-659"
"3458","Herodotus_Book1-660"
"3459","Herodotus_Book1-661"
"3460","Herodotus_Book1-662"
"3461","Herodotus_Book1-663"
"3462","Herodotus_Book1-664"
"3463","Herodotus_Book1-665"
"3464","Herodotus_Book1-666"
"3465","Herodotus_Book1-667"
"3466","Herodotus_Book1-668"
"3467","Herodotus_Book1-669"
"3468","Herodotus_Book1-670"
"3469","Herodotus_Book1-671"
"3470","Herodotus_Book1-672"
"3471","Herodotus_Book1-673"
"3472","Herodotus_Book1-674"
"3473","Herodotus_Book1-675"
"3474","Herodotus_Book1-676"
"3475","Herodotus_Book1-677"
"3476","Herodotus_Book1-678"
"3477","Herodotus_Book1-679"
"3478","Herodotus_Book1-680"
"3479","Herodotus_Book1-681"
"3480","Herodotus_Book1-682"
"3481","Herodotus_Book1-683"
"3482","Herodotus_Book1-684"
"3483","Herodotus_Book1-685"
"3484","Herodotus_Book1-686"
"3485","Herodotus_Book1-687"
"3486","Herodotus_Book1-688"
"3487","Herodotus_Book1-689"
"3488","Herodotus_Book1-690"
"3489","Herodotus_Book1-691"
"3490","Herodotus_Book1-692"
"3491","Herodotus_Book1-693"
"3492","Herodotus_Book1-694"
"3493","Herodotus_Book1-695"
"3494","Herodotus_Book1-696"
"3495","Herodotus_Book1-697"
"3496","Herodotus_Book1-698"
"3497","Herodotus_Book1-699"
"3498","Herodotus_Book1-700"
"3499","Herodotus_Book1-701"
"3500","Herodotus_Book1-702"
"3501","Herodotus_Book1-703"
"3502","Herodotus_Book1-704"
"3503","Herodotus_Book1-705"
"3504","Herodotus_Book1-706"
"3505","Herodotus_Book1-707"
"3506","Herodotus_Book1-708"
"3507","Herodotus_Book1-709"
"3508","Herodotus_Book1-710"
"3509","Herodotus_Book1-711"
"3510","Herodotus_Book1-712"
"3511","Herodotus_Book1-713"
"3512","Herodotus_Book1-714"
"3513","Herodotus_Book1-715"
"3514","Herodotus_Book1-716"
"3515","Herodotus_Book1-717"
"3516","Herodotus_Book1-718"
"3517","Herodotus_Book1-719"
"3518","Herodotus_Book1-720"
"3519","Herodotus_Book1-721"
"3520","Herodotus_Book1-722"
"3521","Herodotus_Book1-723"
"3522","Herodotus_Book1-724"
"3523","Herodotus_Book1-725"
"3524","Herodotus_Book1-726"
"3525","Herodotus_Book1-727"
"3526","Herodotus_Book1-728"
"3527","Herodotus_Book1-729"
"3528","Herodotus_Book1-730"
"3529","Herodotus_Book1-731"
"3530","Herodotus_Book1-732"
"3531","Herodotus_Book1-733"
"3532","Herodotus_Book1-734"
"3533","Herodotus_Book1-735"
"3534","Herodotus_Book1-736"
"3535","Herodotus_Book1-737"
"3536","Herodotus_Book1-738"
"3537","Herodotus_Book1-739"
"3538","Herodotus_Book1-740"
"3539","Herodotus_Book1-741"
"3540","Herodotus_Book1-742"
"3541","Herodotus_Book1-743"
"3542","Herodotus_Book1-744"
"3543","Herodotus_Book1-745"
"3544","Herodotus_Book1-746"
"3545","Herodotus_Book1-747"
"3546","Herodotus_Book1-748"
"3547","Herodotus_Book1-749"
"3548","Herodotus_Book1-750"
"3549","Herodotus_Book1-751"
"3550","Herodotus_Book1-752"
"3551","Herodotus_Book1-753"
"3552","Herodotus_Book1-754"
"3553","Herodotus_Book1-755"
"3554","Herodotus_Book1-756"
"3555","Herodotus_Book1-757"
"3556","Herodotus_Book1-758"
"3557","Herodotus_Book1-759"
"3558","Herodotus_Book1-760"
"3559","Herodotus_Book1-761"
"3560","Herodotus_Book1-762"
"3561","Herodotus_Book1-763"
"3562","Herodotus_Book1-764"
"3563","Herodotus_Book1-765"
"3564","Herodotus_Book1-766"
"3565","Herodotus_Book1-767"
"3566","Herodotus_Book1-768"
"3567","Herodotus_Book1-769"
"3568","Herodotus_Book1-770"
"3569","Herodotus_Book1-771"
"3570","Herodotus_Book1-772"
"3571","Herodotus_Book1-773"
"3572","Herodotus_Book1-774"
"3573","Herodotus_Book1-775"
"3574","Herodotus_Book1-776"
"3575","Herodotus_Book1-777"
"3576","Herodotus_Book1-778"
"3577","Herodotus_Book1-779"
"3578","Herodotus_Book1-780"
"3579","Herodotus_Book1-781"
"3580","Herodotus_Book1-782"
"3581","Herodotus_Book1-783"
"3582","Herodotus_Book1-784"
"3583","Herodotus_Book1-785"
