"","V1"
"1789","DiodorusSic_Book11-263"
"1790","DiodorusSic_Book11-264"
"1791","DiodorusSic_Book11-265"
"1792","DiodorusSic_Book11-266"
"1793","DiodorusSic_Book11-267"
"1794","DiodorusSic_Book11-268"
"1795","DiodorusSic_Book11-269"
"1796","DiodorusSic_Book11-270"
"1797","DiodorusSic_Book11-271"
"1798","DiodorusSic_Book11-272"
"1799","DiodorusSic_Book11-273"
"1800","DiodorusSic_Book11-274"
"1801","DiodorusSic_Book11-275"
"1802","DiodorusSic_Book11-276"
"1803","DiodorusSic_Book11-277"
"1804","DiodorusSic_Book11-278"
"1805","DiodorusSic_Book11-279"
"1806","DiodorusSic_Book11-280"
"1807","DiodorusSic_Book11-281"
"1808","DiodorusSic_Book11-282"
"1809","DiodorusSic_Book11-283"
"1810","DiodorusSic_Book11-284"
"1811","DiodorusSic_Book11-285"
"1812","DiodorusSic_Book11-286"
"1813","DiodorusSic_Book11-287"
"1814","DiodorusSic_Book11-288"
"1815","DiodorusSic_Book11-289"
"1816","DiodorusSic_Book11-290"
"1817","DiodorusSic_Book11-291"
"1818","DiodorusSic_Book11-292"
"1819","DiodorusSic_Book11-293"
"1820","DiodorusSic_Book11-294"
"1821","DiodorusSic_Book11-295"
"1822","DiodorusSic_Book11-296"
"1823","DiodorusSic_Book11-297"
"1824","DiodorusSic_Book11-298"
"1825","DiodorusSic_Book11-299"
"1826","DiodorusSic_Book11-300"
"1827","DiodorusSic_Book11-301"
"1828","DiodorusSic_Book11-302"
"1829","DiodorusSic_Book11-303"
"1830","DiodorusSic_Book11-304"
"1831","DiodorusSic_Book11-305"
"1832","DiodorusSic_Book11-306"
"1833","DiodorusSic_Book11-307"
"1834","DiodorusSic_Book11-308"
"1835","DiodorusSic_Book11-309"
"1836","DiodorusSic_Book11-310"
"1837","DiodorusSic_Book11-311"
"1838","DiodorusSic_Book11-312"
"1839","DiodorusSic_Book11-313"
"1840","DiodorusSic_Book11-314"
"1841","DiodorusSic_Book11-315"
"1842","DiodorusSic_Book11-316"
"1843","DiodorusSic_Book11-317"
"1844","DiodorusSic_Book11-318"
"1845","DiodorusSic_Book11-319"
"1846","DiodorusSic_Book11-320"
"1847","DiodorusSic_Book11-321"
"1848","DiodorusSic_Book11-322"
"1849","DiodorusSic_Book11-323"
"1850","DiodorusSic_Book11-324"
"1851","DiodorusSic_Book11-325"
"1852","DiodorusSic_Book11-326"
"1853","DiodorusSic_Book11-327"
"1854","DiodorusSic_Book11-328"
"1855","DiodorusSic_Book11-329"
"1856","DiodorusSic_Book11-330"
"1857","DiodorusSic_Book11-331"
"1858","DiodorusSic_Book11-332"
"1859","DiodorusSic_Book11-333"
"1860","DiodorusSic_Book11-334"
"1861","DiodorusSic_Book11-335"
"1862","DiodorusSic_Book11-336"
"1863","DiodorusSic_Book11-337"
"1864","DiodorusSic_Book11-338"
"1865","DiodorusSic_Book11-339"
"1866","DiodorusSic_Book11-340"
"1867","DiodorusSic_Book11-341"
"1868","DiodorusSic_Book11-342"
"1869","DiodorusSic_Book11-343"
"1870","DiodorusSic_Book11-344"
"1871","DiodorusSic_Book11-345"
"1872","DiodorusSic_Book11-346"
"1873","DiodorusSic_Book11-347"
"1874","DiodorusSic_Book11-348"
"1875","DiodorusSic_Book11-349"
"1876","DiodorusSic_Book11-350"
"1877","DiodorusSic_Book11-351"
"1878","DiodorusSic_Book11-352"
"1879","DiodorusSic_Book11-353"
"1880","DiodorusSic_Book11-354"
"1881","DiodorusSic_Book11-355"
"1882","DiodorusSic_Book11-356"
"1883","DiodorusSic_Book11-357"
"1884","DiodorusSic_Book11-358"
"1885","DiodorusSic_Book11-359"
"1886","DiodorusSic_Book11-360"
"1887","DiodorusSic_Book11-361"
"1888","DiodorusSic_Book11-362"
"1889","DiodorusSic_Book11-363"
"1890","DiodorusSic_Book11-364"
"1891","DiodorusSic_Book11-365"
"1892","DiodorusSic_Book11-366"
"1893","DiodorusSic_Book11-367"
"1894","DiodorusSic_Book11-368"
"1895","DiodorusSic_Book11-369"
"1896","DiodorusSic_Book11-370"
"1897","DiodorusSic_Book11-371"
"1898","DiodorusSic_Book11-372"
"1899","DiodorusSic_Book11-373"
"1900","DiodorusSic_Book11-374"
"1901","DiodorusSic_Book11-375"
"1902","DiodorusSic_Book11-376"
"1903","DiodorusSic_Book11-377"
"1904","DiodorusSic_Book11-378"
"1905","DiodorusSic_Book11-379"
"1906","DiodorusSic_Book11-380"
"1907","DiodorusSic_Book11-381"
"1908","DiodorusSic_Book11-382"
"1909","DiodorusSic_Book11-383"
"1910","DiodorusSic_Book11-384"
"1911","DiodorusSic_Book11-385"
"1912","DiodorusSic_Book11-386"
"1913","DiodorusSic_Book11-387"
"1914","DiodorusSic_Book11-388"
"1915","DiodorusSic_Book11-389"
"1916","DiodorusSic_Book11-390"
"1917","DiodorusSic_Book11-391"
"1918","DiodorusSic_Book11-392"
"1919","DiodorusSic_Book11-393"
"1920","DiodorusSic_Book11-394"
"1921","DiodorusSic_Book11-395"
"1922","DiodorusSic_Book11-396"
"1923","DiodorusSic_Book11-397"
"1924","DiodorusSic_Book11-398"
"1925","DiodorusSic_Book11-399"
"1926","DiodorusSic_Book11-400"
"1927","DiodorusSic_Book11-401"
"1928","DiodorusSic_Book11-402"
"1929","DiodorusSic_Book11-403"
"1930","DiodorusSic_Book11-404"
"1931","DiodorusSic_Book11-405"
"1932","DiodorusSic_Book11-406"
"1933","DiodorusSic_Book11-407"
"1934","DiodorusSic_Book11-408"
"1935","DiodorusSic_Book11-409"
"1936","DiodorusSic_Book11-410"
"1937","DiodorusSic_Book11-411"
"1938","DiodorusSic_Book11-412"
"1939","DiodorusSic_Book11-413"
"1940","DiodorusSic_Book11-414"
"1941","DiodorusSic_Book11-415"
"1942","DiodorusSic_Book11-416"
"1943","DiodorusSic_Book11-417"
"1944","DiodorusSic_Book11-418"
"1945","DiodorusSic_Book11-419"
"1946","DiodorusSic_Book11-420"
"1947","DiodorusSic_Book11-421"
"1948","DiodorusSic_Book11-422"
"1949","DiodorusSic_Book11-423"
"1950","DiodorusSic_Book11-424"
"1951","DiodorusSic_Book11-425"
"1952","DiodorusSic_Book11-426"
"1953","DiodorusSic_Book11-427"
"1954","DiodorusSic_Book11-428"
"1955","DiodorusSic_Book11-429"
"1956","DiodorusSic_Book11-430"
"1957","DiodorusSic_Book11-431"
"1958","DiodorusSic_Book11-432"
"1959","DiodorusSic_Book11-433"
"1960","DiodorusSic_Book11-434"
"1961","DiodorusSic_Book11-435"
"1962","DiodorusSic_Book11-436"
"1963","DiodorusSic_Book11-437"
"1964","DiodorusSic_Book11-438"
"1965","DiodorusSic_Book11-439"
"1966","DiodorusSic_Book11-440"
"1967","DiodorusSic_Book11-441"
"1968","DiodorusSic_Book11-442"
"1969","DiodorusSic_Book11-443"
"1970","DiodorusSic_Book11-444"
"1971","DiodorusSic_Book11-445"
"1972","DiodorusSic_Book11-446"
"1973","DiodorusSic_Book11-447"
"1974","DiodorusSic_Book11-448"
"1975","DiodorusSic_Book11-449"
"1976","DiodorusSic_Book11-450"
"1977","DiodorusSic_Book11-451"
"1978","DiodorusSic_Book11-452"
"1979","DiodorusSic_Book11-453"
"1980","DiodorusSic_Book11-454"
"1981","DiodorusSic_Book11-455"
"1982","DiodorusSic_Book11-456"
"1983","DiodorusSic_Book11-457"
"1984","DiodorusSic_Book11-458"
"1985","DiodorusSic_Book11-459"
"1986","DiodorusSic_Book11-460"
"1987","DiodorusSic_Book11-461"
"1988","DiodorusSic_Book11-462"
"1989","DiodorusSic_Book11-463"
"1990","DiodorusSic_Book11-464"
"1991","DiodorusSic_Book11-465"
"1992","DiodorusSic_Book11-466"
"1993","DiodorusSic_Book11-467"
"1994","DiodorusSic_Book11-468"
"1995","DiodorusSic_Book11-469"
"1996","DiodorusSic_Book11-470"
"1997","DiodorusSic_Book11-471"
"1998","DiodorusSic_Book11-472"
"1999","DiodorusSic_Book11-473"
"2000","DiodorusSic_Book11-474"
"2001","DiodorusSic_Book11-475"
"2002","DiodorusSic_Book11-476"
"2003","DiodorusSic_Book11-477"
"2004","DiodorusSic_Book11-478"
"2005","DiodorusSic_Book11-479"
"2006","DiodorusSic_Book11-480"
"2007","DiodorusSic_Book11-481"
"2008","DiodorusSic_Book11-482"
"2009","DiodorusSic_Book11-483"
"2010","DiodorusSic_Book11-484"
"2011","DiodorusSic_Book11-485"
"2012","DiodorusSic_Book11-486"
"2013","DiodorusSic_Book11-487"
"2014","DiodorusSic_Book11-488"
"2015","DiodorusSic_Book11-489"
"2016","DiodorusSic_Book11-490"
"2017","DiodorusSic_Book11-491"
"2018","DiodorusSic_Book11-492"
"2019","DiodorusSic_Book11-493"
"2020","DiodorusSic_Book11-494"
"2021","DiodorusSic_Book11-495"
"2022","DiodorusSic_Book11-496"
"2023","DiodorusSic_Book11-497"
"2024","DiodorusSic_Book11-498"
"2025","DiodorusSic_Book11-499"
"2026","DiodorusSic_Book11-500"
"2027","DiodorusSic_Book11-501"
"2028","DiodorusSic_Book11-502"
"2029","DiodorusSic_Book11-503"
"2030","DiodorusSic_Book11-504"
"2031","DiodorusSic_Book11-505"
"2032","DiodorusSic_Book11-506"
"2033","DiodorusSic_Book11-507"
"2034","DiodorusSic_Book11-508"
"2035","DiodorusSic_Book11-509"
"2036","DiodorusSic_Book11-510"
"2037","DiodorusSic_Book11-511"
"2038","DiodorusSic_Book11-512"
"2039","DiodorusSic_Book11-513"
"2040","DiodorusSic_Book11-514"
"2041","DiodorusSic_Book11-515"
"2042","DiodorusSic_Book11-516"
"2043","DiodorusSic_Book11-517"
"2044","DiodorusSic_Book11-518"
"2045","DiodorusSic_Book11-519"
"2046","DiodorusSic_Book11-520"
"2047","DiodorusSic_Book11-521"
"2048","DiodorusSic_Book11-522"
"2049","DiodorusSic_Book11-523"
"2050","DiodorusSic_Book11-524"
"2051","DiodorusSic_Book11-525"
"2052","DiodorusSic_Book11-526"
"2053","DiodorusSic_Book11-527"
"2054","DiodorusSic_Book11-528"
"2055","DiodorusSic_Book11-529"
"2056","DiodorusSic_Book11-530"
"2057","DiodorusSic_Book11-531"
"2058","DiodorusSic_Book11-532"
"2059","DiodorusSic_Book11-533"
"2060","DiodorusSic_Book11-534"
"2061","DiodorusSic_Book11-535"
"2062","DiodorusSic_Book11-536"
"2063","DiodorusSic_Book11-537"
"2064","DiodorusSic_Book11-538"
"2065","DiodorusSic_Book11-539"
"2066","DiodorusSic_Book11-540"
"2067","DiodorusSic_Book11-541"
"2068","DiodorusSic_Book11-542"
"2069","DiodorusSic_Book11-543"
"2070","DiodorusSic_Book11-544"
"2071","DiodorusSic_Book11-545"
"2072","DiodorusSic_Book11-546"
"2073","DiodorusSic_Book11-547"
"2074","DiodorusSic_Book11-548"
"2075","DiodorusSic_Book11-549"
"2076","DiodorusSic_Book11-550"
"2077","DiodorusSic_Book11-551"
"2078","DiodorusSic_Book11-552"
"2079","DiodorusSic_Book11-553"
"2080","DiodorusSic_Book11-554"
"2081","DiodorusSic_Book11-555"
"2082","DiodorusSic_Book11-556"
"2083","DiodorusSic_Book11-557"
"2084","DiodorusSic_Book11-558"
"2085","DiodorusSic_Book11-559"
"2086","DiodorusSic_Book11-560"
"2087","DiodorusSic_Book11-561"
"2088","DiodorusSic_Book11-562"
"2089","DiodorusSic_Book11-563"
"2090","DiodorusSic_Book11-564"
"2091","DiodorusSic_Book11-565"
"2092","DiodorusSic_Book11-566"
"2093","DiodorusSic_Book11-567"
"2094","DiodorusSic_Book11-568"
"2095","DiodorusSic_Book11-569"
"2096","DiodorusSic_Book11-570"
"2097","DiodorusSic_Book11-571"
"2098","DiodorusSic_Book11-572"
"2099","DiodorusSic_Book11-573"
"2100","DiodorusSic_Book11-574"
"2101","DiodorusSic_Book11-575"
"2102","DiodorusSic_Book11-576"
"2103","DiodorusSic_Book11-577"
"2104","DiodorusSic_Book11-578"
"2105","DiodorusSic_Book11-579"
"2106","DiodorusSic_Book11-580"
"2107","DiodorusSic_Book11-581"
"2108","DiodorusSic_Book11-582"
"2109","DiodorusSic_Book11-583"
"2110","DiodorusSic_Book11-584"
"2111","DiodorusSic_Book11-585"
"2112","DiodorusSic_Book11-586"
"2113","DiodorusSic_Book11-587"
"2114","DiodorusSic_Book11-588"
"2115","DiodorusSic_Book11-589"
"2116","DiodorusSic_Book11-590"
"2117","DiodorusSic_Book11-591"
"2118","DiodorusSic_Book11-592"
"2119","DiodorusSic_Book11-593"
"2120","DiodorusSic_Book11-594"
"2121","DiodorusSic_Book11-595"
"2122","DiodorusSic_Book11-596"
"2123","DiodorusSic_Book11-597"
"2124","DiodorusSic_Book11-598"
"2125","DiodorusSic_Book11-599"
"2126","DiodorusSic_Book11-600"
"2127","DiodorusSic_Book11-601"
"2128","DiodorusSic_Book11-602"
"2129","DiodorusSic_Book11-603"
"2130","DiodorusSic_Book11-604"
"2131","DiodorusSic_Book11-605"
"2132","DiodorusSic_Book11-606"
"2133","DiodorusSic_Book11-607"
"2134","DiodorusSic_Book11-608"
"2135","DiodorusSic_Book11-609"
"2136","DiodorusSic_Book11-610"
"2137","DiodorusSic_Book11-611"
"2138","DiodorusSic_Book11-612"
"2139","DiodorusSic_Book11-613"
"2140","DiodorusSic_Book11-614"
"2141","DiodorusSic_Book11-615"
"2142","DiodorusSic_Book11-616"
"2143","DiodorusSic_Book11-617"
"2144","DiodorusSic_Book11-618"
"2145","DiodorusSic_Book11-619"
"2146","DiodorusSic_Book11-620"
"2147","DiodorusSic_Book11-621"
"2148","DiodorusSic_Book11-622"
"2149","DiodorusSic_Book11-623"
"2150","DiodorusSic_Book11-624"
"2151","DiodorusSic_Book11-625"
"2152","DiodorusSic_Book11-626"
"2153","DiodorusSic_Book11-627"
"2154","DiodorusSic_Book11-628"
"2155","DiodorusSic_Book11-629"
"2156","DiodorusSic_Book11-630"
"2157","DiodorusSic_Book11-631"
"2158","DiodorusSic_Book11-632"
"2159","DiodorusSic_Book11-633"
"2160","DiodorusSic_Book11-634"
"2161","DiodorusSic_Book11-635"
"2162","DiodorusSic_Book11-636"
"2163","DiodorusSic_Book11-637"
"2164","DiodorusSic_Book11-638"
"2165","DiodorusSic_Book11-639"
"2166","DiodorusSic_Book11-640"
"2167","DiodorusSic_Book11-641"
"2168","DiodorusSic_Book11-642"
"2169","DiodorusSic_Book11-643"
"2170","DiodorusSic_Book11-644"
"2171","DiodorusSic_Book11-645"
"2172","DiodorusSic_Book11-646"
"2173","DiodorusSic_Book11-647"
"2174","DiodorusSic_Book11-648"
"2175","DiodorusSic_Book11-649"
"2176","DiodorusSic_Book11-650"
"2177","DiodorusSic_Book11-651"
"2178","DiodorusSic_Book11-652"
"2179","DiodorusSic_Book11-653"
"2180","DiodorusSic_Book11-654"
"2181","DiodorusSic_Book11-655"
"2182","DiodorusSic_Book11-656"
"2183","DiodorusSic_Book11-657"
"2184","DiodorusSic_Book11-658"
"2185","DiodorusSic_Book11-659"
"2186","DiodorusSic_Book11-660"
"2187","DiodorusSic_Book11-661"
"2188","DiodorusSic_Book11-662"
"2189","DiodorusSic_Book11-663"
"2190","DiodorusSic_Book11-664"
"2191","DiodorusSic_Book11-665"
"2192","DiodorusSic_Book11-666"
"2193","DiodorusSic_Book11-667"
"2194","DiodorusSic_Book11-668"
"2195","DiodorusSic_Book11-669"
"2196","DiodorusSic_Book11-670"
"2197","DiodorusSic_Book11-671"
"2198","DiodorusSic_Book11-672"
"2199","DiodorusSic_Book11-673"
"2200","DiodorusSic_Book11-674"
"2201","DiodorusSic_Book11-675"
"2202","DiodorusSic_Book11-676"
"2203","DiodorusSic_Book11-677"
"2204","DiodorusSic_Book11-678"
"2205","DiodorusSic_Book11-679"
"2206","DiodorusSic_Book11-680"
"2207","DiodorusSic_Book11-681"
"2208","DiodorusSic_Book11-682"
"2209","DiodorusSic_Book11-683"
"2210","DiodorusSic_Book11-684"
"2211","DiodorusSic_Book11-685"
"2212","DiodorusSic_Book11-686"
"2213","DiodorusSic_Book11-687"
"2214","DiodorusSic_Book11-688"
"2215","DiodorusSic_Book11-689"
"2216","DiodorusSic_Book11-690"
"2217","DiodorusSic_Book11-691"
"2218","DiodorusSic_Book11-692"
"2219","DiodorusSic_Book11-693"
"2220","DiodorusSic_Book11-694"
"2221","DiodorusSic_Book11-695"
"2222","DiodorusSic_Book11-696"
"2223","DiodorusSic_Book11-697"
"2224","DiodorusSic_Book11-698"
"2225","DiodorusSic_Book11-699"
"2226","DiodorusSic_Book11-700"
"2227","DiodorusSic_Book11-701"
"2228","DiodorusSic_Book11-702"
"2229","DiodorusSic_Book11-703"
"2230","DiodorusSic_Book11-704"
"2231","DiodorusSic_Book11-705"
"2232","DiodorusSic_Book11-706"
"2233","DiodorusSic_Book11-707"
"2234","DiodorusSic_Book11-708"
"2235","DiodorusSic_Book11-709"
"2236","DiodorusSic_Book11-710"
"2237","DiodorusSic_Book11-711"
"2238","DiodorusSic_Book11-712"
"2239","DiodorusSic_Book11-713"
"2240","DiodorusSic_Book11-714"
"2241","DiodorusSic_Book11-715"
"2242","DiodorusSic_Book11-716"
"2243","DiodorusSic_Book11-717"
"2244","DiodorusSic_Book11-718"
"2245","DiodorusSic_Book11-719"
"2246","DiodorusSic_Book11-720"
"2247","DiodorusSic_Book11-721"
"2248","DiodorusSic_Book11-722"
"2249","DiodorusSic_Book11-723"
"2250","DiodorusSic_Book11-724"
"2251","DiodorusSic_Book11-725"
"2252","DiodorusSic_Book11-726"
"2253","DiodorusSic_Book11-727"
"2254","DiodorusSic_Book11-728"
"2255","DiodorusSic_Book11-729"
"2256","DiodorusSic_Book11-730"
"2257","DiodorusSic_Book11-731"
"2258","DiodorusSic_Book11-732"
"2259","DiodorusSic_Book11-733"
"2260","DiodorusSic_Book11-734"
"2261","DiodorusSic_Book11-735"
"2262","DiodorusSic_Book11-736"
"2263","DiodorusSic_Book11-737"
"2264","DiodorusSic_Book11-738"
"2265","DiodorusSic_Book11-739"
"2266","DiodorusSic_Book11-740"
"2267","DiodorusSic_Book11-741"
"2268","DiodorusSic_Book11-742"
"2269","DiodorusSic_Book11-743"
"2270","DiodorusSic_Book11-744"
"2271","DiodorusSic_Book11-745"
"2272","DiodorusSic_Book11-746"
"2273","DiodorusSic_Book11-747"
"2274","DiodorusSic_Book11-748"
"2275","DiodorusSic_Book11-749"
"2276","DiodorusSic_Book11-750"
"2277","DiodorusSic_Book11-751"
"2278","DiodorusSic_Book11-752"
"2279","DiodorusSic_Book11-753"
"2280","DiodorusSic_Book11-754"
"2281","DiodorusSic_Book11-755"
"2282","DiodorusSic_Book11-756"
"2283","DiodorusSic_Book11-757"
"2284","DiodorusSic_Book11-758"
"2285","DiodorusSic_Book11-759"
"2286","DiodorusSic_Book11-760"
"2287","DiodorusSic_Book11-761"
"2288","DiodorusSic_Book11-762"
"2289","DiodorusSic_Book11-763"
"2290","DiodorusSic_Book11-764"
"2291","DiodorusSic_Book11-765"
"2292","DiodorusSic_Book11-766"
"2293","DiodorusSic_Book11-767"
"2294","DiodorusSic_Book11-768"
"2295","DiodorusSic_Book11-769"
"2296","DiodorusSic_Book11-770"
"2297","DiodorusSic_Book11-771"
"2298","DiodorusSic_Book11-772"
"2299","DiodorusSic_Book11-773"
"2300","DiodorusSic_Book11-774"
"2301","DiodorusSic_Book11-775"
"2302","DiodorusSic_Book11-776"
"2303","DiodorusSic_Book11-777"
"2304","DiodorusSic_Book11-778"
"2305","DiodorusSic_Book11-779"
"2306","DiodorusSic_Book11-780"
"2307","DiodorusSic_Book11-781"
"2308","DiodorusSic_Book11-782"
"2309","DiodorusSic_Book11-783"
"2310","DiodorusSic_Book11-784"
"2311","DiodorusSic_Book11-785"
"2312","DiodorusSic_Book11-786"
"2313","DiodorusSic_Book11-787"
"2314","DiodorusSic_Book11-788"
"2315","DiodorusSic_Book11-789"
"2316","DiodorusSic_Book11-790"
"2317","DiodorusSic_Book11-791"
"2318","DiodorusSic_Book11-792"
"2319","DiodorusSic_Book11-793"
"2320","DiodorusSic_Book11-794"
"2321","DiodorusSic_Book11-795"
"2322","DiodorusSic_Book11-796"
"2323","DiodorusSic_Book11-797"
"2324","DiodorusSic_Book11-798"
"2325","DiodorusSic_Book11-799"
"2326","DiodorusSic_Book11-800"
"2327","DiodorusSic_Book11-801"
"2328","DiodorusSic_Book11-802"
"2329","DiodorusSic_Book11-803"
"2330","DiodorusSic_Book11-804"
"2331","DiodorusSic_Book11-805"
"2332","DiodorusSic_Book11-806"
"2333","DiodorusSic_Book11-807"
"2334","DiodorusSic_Book11-808"
"2335","Herodotus_Book1-1"
"2336","Herodotus_Book1-2"
"2337","Herodotus_Book1-3"
"2338","Herodotus_Book1-4"
"2339","Herodotus_Book1-5"
"2340","Herodotus_Book1-6"
"2341","Herodotus_Book1-7"
"2342","Herodotus_Book1-8"
"2343","Herodotus_Book1-9"
"2344","Herodotus_Book1-10"
"2345","Herodotus_Book1-11"
"2346","Herodotus_Book1-12"
"2347","Herodotus_Book1-13"
"2348","Herodotus_Book1-14"
"2349","Herodotus_Book1-15"
"2350","Herodotus_Book1-16"
"2351","Herodotus_Book1-17"
"2352","Herodotus_Book1-18"
"2353","Herodotus_Book1-19"
"2354","Herodotus_Book1-20"
"2355","Herodotus_Book1-21"
"2356","Herodotus_Book1-22"
"2357","Herodotus_Book1-23"
"2358","Herodotus_Book1-24"
"2359","Herodotus_Book1-25"
"2360","Herodotus_Book1-26"
"2361","Herodotus_Book1-27"
"2362","Herodotus_Book1-28"
"2363","Herodotus_Book1-29"
"2364","Herodotus_Book1-30"
"2365","Herodotus_Book1-31"
"2366","Herodotus_Book1-32"
"2367","Herodotus_Book1-33"
"2368","Herodotus_Book1-34"
"2369","Herodotus_Book1-35"
"2370","Herodotus_Book1-36"
"2371","Herodotus_Book1-37"
"2372","Herodotus_Book1-38"
"2373","Herodotus_Book1-39"
"2374","Herodotus_Book1-40"
"2375","Herodotus_Book1-41"
"2376","Herodotus_Book1-42"
"2377","Herodotus_Book1-43"
"2378","Herodotus_Book1-44"
"2379","Herodotus_Book1-45"
"2380","Herodotus_Book1-46"
"2381","Herodotus_Book1-47"
"2382","Herodotus_Book1-48"
"2383","Herodotus_Book1-49"
"2384","Herodotus_Book1-50"
"2385","Herodotus_Book1-51"
"2386","Herodotus_Book1-52"
"2387","Herodotus_Book1-53"
"2388","Herodotus_Book1-54"
"2389","Herodotus_Book1-55"
"2390","Herodotus_Book1-56"
"2391","Herodotus_Book1-57"
"2392","Herodotus_Book1-58"
"2393","Herodotus_Book1-59"
"2394","Herodotus_Book1-60"
"2395","Herodotus_Book1-61"
"2396","Herodotus_Book1-62"
"2397","Herodotus_Book1-63"
"2398","Herodotus_Book1-64"
"2399","Herodotus_Book1-65"
"2400","Herodotus_Book1-66"
"2401","Herodotus_Book1-67"
"2402","Herodotus_Book1-68"
"2403","Herodotus_Book1-69"
"2404","Herodotus_Book1-70"
"2405","Herodotus_Book1-71"
"2406","Herodotus_Book1-72"
"2407","Herodotus_Book1-73"
"2408","Herodotus_Book1-74"
"2409","Herodotus_Book1-75"
"2410","Herodotus_Book1-76"
"2411","Herodotus_Book1-77"
"2412","Herodotus_Book1-78"
"2413","Herodotus_Book1-79"
"2414","Herodotus_Book1-80"
"2415","Herodotus_Book1-81"
"2416","Herodotus_Book1-82"
"2417","Herodotus_Book1-83"
"2418","Herodotus_Book1-84"
"2419","Herodotus_Book1-85"
"2420","Herodotus_Book1-86"
"2421","Herodotus_Book1-87"
"2422","Herodotus_Book1-88"
"2423","Herodotus_Book1-89"
"2424","Herodotus_Book1-90"
"2425","Herodotus_Book1-91"
"2426","Herodotus_Book1-92"
"2427","Herodotus_Book1-93"
"2428","Herodotus_Book1-94"
"2429","Herodotus_Book1-95"
"2430","Herodotus_Book1-96"
"2431","Herodotus_Book1-97"
"2432","Herodotus_Book1-98"
"2433","Herodotus_Book1-99"
"2434","Herodotus_Book1-100"
"2435","Herodotus_Book1-101"
"2436","Herodotus_Book1-102"
"2437","Herodotus_Book1-103"
"2438","Herodotus_Book1-104"
"2439","Herodotus_Book1-105"
"2440","Herodotus_Book1-106"
"2441","Herodotus_Book1-107"
"2442","Herodotus_Book1-108"
"2443","Herodotus_Book1-109"
"2444","Herodotus_Book1-110"
"2445","Herodotus_Book1-111"
"2446","Herodotus_Book1-112"
"2447","Herodotus_Book1-113"
"2448","Herodotus_Book1-114"
"2449","Herodotus_Book1-115"
"2450","Herodotus_Book1-116"
"2451","Herodotus_Book1-117"
"2452","Herodotus_Book1-118"
"2453","Herodotus_Book1-119"
"2454","Herodotus_Book1-120"
"2455","Herodotus_Book1-121"
"2456","Herodotus_Book1-122"
"2457","Herodotus_Book1-123"
"2458","Herodotus_Book1-124"
"2459","Herodotus_Book1-125"
"2460","Herodotus_Book1-126"
"2461","Herodotus_Book1-127"
"2462","Herodotus_Book1-128"
"2463","Herodotus_Book1-129"
"2464","Herodotus_Book1-130"
"2465","Herodotus_Book1-131"
"2466","Herodotus_Book1-132"
"2467","Herodotus_Book1-133"
"2468","Herodotus_Book1-134"
"2469","Herodotus_Book1-135"
"2470","Herodotus_Book1-136"
"2471","Herodotus_Book1-137"
"2472","Herodotus_Book1-138"
"2473","Herodotus_Book1-139"
"2474","Herodotus_Book1-140"
"2475","Herodotus_Book1-141"
"2476","Herodotus_Book1-142"
"2477","Herodotus_Book1-143"
"2478","Herodotus_Book1-144"
"2479","Herodotus_Book1-145"
"2480","Herodotus_Book1-146"
"2481","Herodotus_Book1-147"
"2482","Herodotus_Book1-148"
"2483","Herodotus_Book1-149"
"2484","Herodotus_Book1-150"
"2485","Herodotus_Book1-151"
"2486","Herodotus_Book1-152"
"2487","Herodotus_Book1-153"
"2488","Herodotus_Book1-154"
"2489","Herodotus_Book1-155"
"2490","Herodotus_Book1-156"
"2491","Herodotus_Book1-157"
"2492","Herodotus_Book1-158"
"2493","Herodotus_Book1-159"
"2494","Herodotus_Book1-160"
"2495","Herodotus_Book1-161"
"2496","Herodotus_Book1-162"
"2497","Herodotus_Book1-163"
"2498","Herodotus_Book1-164"
"2499","Herodotus_Book1-165"
"2500","Herodotus_Book1-166"
"2501","Herodotus_Book1-167"
"2502","Herodotus_Book1-168"
"2503","Herodotus_Book1-169"
"2504","Herodotus_Book1-170"
"2505","Herodotus_Book1-171"
"2506","Herodotus_Book1-172"
"2507","Herodotus_Book1-173"
"2508","Herodotus_Book1-174"
"2509","Herodotus_Book1-175"
"2510","Herodotus_Book1-176"
"2511","Herodotus_Book1-177"
"2512","Herodotus_Book1-178"
"2513","Herodotus_Book1-179"
"2514","Herodotus_Book1-180"
"2515","Herodotus_Book1-181"
"2516","Herodotus_Book1-182"
"2517","Herodotus_Book1-183"
"2518","Herodotus_Book1-184"
"2519","Herodotus_Book1-185"
"2520","Herodotus_Book1-186"
"2521","Herodotus_Book1-187"
"2522","Herodotus_Book1-188"
"2523","Herodotus_Book1-189"
"2524","Herodotus_Book1-190"
"2525","Herodotus_Book1-191"
"2526","Herodotus_Book1-192"
"2527","Herodotus_Book1-193"
"2528","Herodotus_Book1-194"
"2529","Herodotus_Book1-195"
"2530","Herodotus_Book1-196"
"2531","Herodotus_Book1-197"
"2532","Herodotus_Book1-198"
"2533","Herodotus_Book1-199"
"2534","Herodotus_Book1-200"
"2535","Herodotus_Book1-201"
"2536","Herodotus_Book1-202"
"2537","Herodotus_Book1-203"
"2538","Herodotus_Book1-204"
"2539","Herodotus_Book1-205"
"2540","Herodotus_Book1-206"
"2541","Herodotus_Book1-207"
"2542","Herodotus_Book1-208"
"2543","Herodotus_Book1-209"
"2544","Herodotus_Book1-210"
"2545","Herodotus_Book1-211"
"2546","Herodotus_Book1-212"
